,stft,cqt,centroid,bandwidth,rollof,tempo,rms,zero_crossing_rate,genre
120,0.44181675,0.61385983,3001.7033353015217,2741.074913585009,6155.854443057034,95.703125,0.14048354,0.16791357270704335,hiphop
121,0.42877993,0.5095439,2551.82060700917,2484.8548860897877,5356.617609266157,95.703125,0.12940931,0.13460387238777088,hiphop
122,0.38733852,0.5707333,2829.862775240371,2800.5477483960717,6173.14600516399,95.703125,0.15909027,0.13601202713815788,hiphop
123,0.43962112,0.59525967,2599.3835822489627,2402.524388464549,5123.127354483117,95.703125,0.12625466,0.15229386368034056,hiphop
124,0.32789624,0.41488355,2192.2696437977124,2215.6729729100184,4447.423107040925,112.34714673913044,0.09213983,0.09273904617356811,hiphop
125,0.47222215,0.4090664,3112.545039836062,2705.5986814145185,6088.829848345588,161.4990234375,0.20791021,0.12105028843363003,hiphop
126,0.4093785,0.39619714,2814.2163836324116,2579.0062524953373,5584.957895190354,107.666015625,0.16528139,0.11156697465170279,hiphop
127,0.48311126,0.39270434,3064.6382913318516,2686.7781658017125,5892.922699635981,143.5546875,0.1944019,0.14485324351780185,hiphop
128,0.47711012,0.36033928,2620.6178131829465,2655.6843518785017,5268.384809464493,143.5546875,0.21753487,0.09018048265770123,hiphop
129,0.35562843,0.41012383,3265.5793645936446,2806.6029799897346,6776.392357415828,143.5546875,0.21019724,0.17464142318111456,hiphop
130,0.45582944,0.44731513,3054.7519332664497,2913.3305765245823,6712.434410827448,143.5546875,0.4028606,0.10569550599845201,hiphop
131,0.5161981,0.41878587,2948.2055586844017,2868.2301097125755,6572.7185890032415,143.5546875,0.43831217,0.10277413288506192,hiphop
132,0.40535492,0.50986856,3485.0587053273907,2957.8365565860045,7300.172523522156,143.5546875,0.2814585,0.18458127237325853,hiphop
133,0.47930473,0.45388198,3180.7722106901265,2925.8573901300388,6909.091555001935,143.5546875,0.38238174,0.11974757522252322,hiphop
134,0.29140902,0.3825653,1475.0208915748349,1618.460797242779,3035.1899799547696,135.99917763157896,0.10694548,0.04618944103134675,hiphop
